"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibC/spawn.cpp:166:13:166:22""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibC/spawn.cpp:167:9:167:32""]].","/Userland/Libraries/LibC/spawn.cpp","162","25","162","28"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibC/stdio.cpp:1075:9:1075:23""]].","/Userland/Libraries/LibC/stdio.cpp","1073","14","1073","17"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibC/stdio.cpp:1059:9:1059:23""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibC/stdio.cpp:1060:5:1060:35""]].","/Userland/Libraries/LibC/stdio.cpp","1057","14","1057","17"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibC/unistd.cpp:137:13:137:22""]].","/Userland/Libraries/LibC/unistd.cpp","135","18","135","21"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibCore/DeprecatedFile.cpp:87:9:87:21""]].","/Userland/Libraries/LibCore/DeprecatedFile.cpp","84","14","84","19"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibELF/DynamicLinker.cpp:156:9:156:127""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibELF/DynamicLinker.cpp:158:5:158:33""]].","/Userland/Libraries/LibELF/DynamicLinker.cpp","154","14","154","17"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibWasm/WASI/Wasi.cpp:611:9:611:45""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibWasm/WASI/Wasi.cpp:635:22:635:75""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibWasm/WASI/Wasi.cpp:640:9:640:45""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibWasm/WASI/Wasi.cpp:644:5:644:25""]].","/Userland/Libraries/LibWasm/WASI/Wasi.cpp","603","9","606","10"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibWasm/WASI/Wasi.cpp:527:9:527:45""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibWasm/WASI/Wasi.cpp:533:18:533:71""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibWasm/WASI/Wasi.cpp:538:9:538:45""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibWasm/WASI/Wasi.cpp:558:5:567:7""]].","/Userland/Libraries/LibWasm/WASI/Wasi.cpp","519","9","522","10"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibWasm/WASI/Wasi.cpp:585:9:585:45""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibWasm/WASI/Wasi.cpp:587:18:587:71""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibWasm/WASI/Wasi.cpp:591:9:591:45""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Libraries/LibWasm/WASI/Wasi.cpp:593:5:593:27""]].","/Userland/Libraries/LibWasm/WASI/Wasi.cpp","577","9","580","10"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/cut.cpp:267:5:267:13""]].","/Userland/Utilities/cut.cpp","233","13","233","64"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/dd.cpp:62:9:62:17""]].","/Userland/Utilities/dd.cpp","57","5","57","69"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/less.cpp:527:5:527:42""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/less.cpp:538:9:538:17""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/less.cpp:541:5:541:39""]].","/Userland/Utilities/less.cpp","516","17","516","56"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/nl.cpp:97:5:97:13""]].","/Userland/Utilities/nl.cpp","63","34","63","38"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/pmemdump.cpp:109:9:109:17""]].","/Userland/Utilities/pmemdump.cpp","106","14","106","17"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/pro.cpp:348:21:348:27""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/pro.cpp:354:21:354:27""]].","/Userland/Utilities/pro.cpp","344","38","344","41"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/rev.cpp:59:5:59:40""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/rev.cpp:69:21:69:29""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/rev.cpp:77:5:77:13""]].","/Userland/Utilities/rev.cpp","34","32","34","36"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/tac.cpp:56:5:56:38""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/tac.cpp:67:21:67:29""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/tac.cpp:77:5:77:13""]].","/Userland/Utilities/tac.cpp","35","17","35","72"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/useradd.cpp:108:9:108:17""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/useradd.cpp:122:13:122:22""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/useradd.cpp:134:13:134:22""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/useradd.cpp:149:47:149:61""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/useradd.cpp:173:9:173:17""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/useradd.cpp:178:9:178:17""]].","/Userland/Utilities/useradd.cpp","99","20","99","24"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/useradd.cpp:122:13:122:22""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/useradd.cpp:134:13:134:22""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/useradd.cpp:149:47:149:61""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/useradd.cpp:173:9:173:17""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/useradd.cpp:178:9:178:17""]].","/Userland/Utilities/useradd.cpp","105","22","105","26"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/wc.cpp:75:5:75:17""]].","/Userland/Utilities/wc.cpp","52","14","52","67"
"Open file may not be closed","A function may return before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/xargs.cpp:104:22:104:81""]].
This file may not be closed at [[""this exit point""|""relative:///Userland/Utilities/xargs.cpp:156:5:156:24""]].","/Userland/Utilities/xargs.cpp","90","9","90","51"
