[[""User-provided value""|""relative:///Userland/Libraries/LibMain/Main.cpp:41:17:41:20""]] flows an expression which might overflow negatively.","/AK/StringUtils.cpp","310","32","310","44"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibC/netdb.cpp:192:35:192:58""]] flows an expression which might overflow.","/AK/IPv6Address.h","258","17","258","49"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:50:21:50:28""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:51:25:51:32""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:52:25:52:36""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:61:21:61:28""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:62:21:62:35""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:63:21:63:28""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:64:21:64:35""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:65:21:65:32""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:66:25:66:32""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:67:25:67:36""]] flows an expression which might overflow.","/Tests/Kernel/TestEFault.cpp","70","26","70","44"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:50:21:50:28""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:51:25:51:32""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:52:25:52:36""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:61:21:61:28""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:62:21:62:35""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:63:21:63:28""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:64:21:64:35""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:65:21:65:32""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:66:25:66:32""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:67:25:67:36""]] flows an expression which might overflow.","/Tests/Kernel/TestEFault.cpp","71","40","71","47"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:50:21:50:28""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:51:25:51:32""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:52:25:52:36""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:61:21:61:28""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:62:21:62:35""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:63:21:63:28""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:64:21:64:35""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:65:21:65:32""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:66:25:66:32""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Tests/Kernel/TestEFault.cpp:67:25:67:36""]] flows an expression which might overflow.","/Tests/Kernel/TestEFault.cpp","71","35","71","54"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]] flows an expression which might overflow negatively.
[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:635:26:635:28""]] flows an expression which might overflow negatively.","/Userland/Libraries/LibC/netdb.cpp","636","59","636","62"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:635:26:635:28""]] flows an expression which might overflow.","/Userland/Libraries/LibC/netdb.cpp","531","9","531","36"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]] flows an expression which might overflow negatively.
[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:635:26:635:28""]] flows an expression which might overflow negatively.","/Userland/Libraries/LibC/netdb.cpp","458","40","458","43"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:635:26:635:28""]] flows an expression which might overflow.","/Userland/Libraries/LibC/netdb.cpp","343","9","343","35"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibC/netdb.cpp:183:35:183:50""]] flows an expression which might overflow negatively.","/Userland/Libraries/LibC/netdb.cpp","187","12","187","26"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:1272:16:1272:21""]] flows an expression which might overflow negatively.","/Userland/Libraries/LibC/scanf.cpp","106","20","106","21"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:635:26:635:28""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Userland/Utilities/xargs.cpp:167:35:167:39""]] flows an expression which might overflow.","/Userland/Libraries/LibC/stdio.cpp","691","47","691","60"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:635:26:635:28""]] flows an expression which might overflow.","/Userland/Libraries/LibC/stdio.cpp","696","18","696","18"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:635:26:635:28""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Userland/Utilities/xargs.cpp:167:35:167:39""]] flows an expression which might overflow.","/Userland/Libraries/LibC/stdio.cpp","699","20","699","33"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:719:21:719:27""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:635:26:635:28""]] flows an expression which might overflow.
[[""User-provided value""|""relative:///Userland/Utilities/xargs.cpp:167:35:167:39""]] flows an expression which might overflow.","/Userland/Libraries/LibC/stdio.cpp","704","25","704","38"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibMain/Main.cpp:41:17:41:20""]] flows an expression which might overflow.","/Kernel/API/Device.h","17","31","17","41"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibMain/Main.cpp:41:17:41:20""]] flows an expression which might overflow.","/Kernel/API/Device.h","17","47","17","69"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibLine/Editor.cpp:2085:30:2085:31""]] flows an expression which might overflow negatively.","/Userland/Libraries/LibLine/Editor.cpp","2115","32","2115","32"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibLine/Editor.cpp:2085:30:2085:31""]] flows an expression which might overflow negatively.","/Userland/Libraries/LibLine/Editor.cpp","2123","32","2123","32"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibLine/Editor.cpp:2085:30:2085:31""]] flows an expression which might overflow negatively.","/Userland/Libraries/LibLine/Editor.cpp","2139","32","2139","32"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibLine/Editor.cpp:2085:30:2085:31""]] flows an expression which might overflow negatively.","/Userland/Libraries/LibLine/Editor.cpp","2147","32","2147","32"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Services/TelnetServer/Client.cpp:95:36:95:41""]] flows an expression which might overflow negatively.","/Userland/Services/TelnetServer/Client.cpp","157","20","157","20"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Services/TelnetServer/Client.cpp:95:36:95:41""]] flows an expression which might overflow negatively.","/Userland/Services/TelnetServer/Client.cpp","169","20","169","20"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Services/TelnetServer/Client.cpp:95:36:95:41""]] flows an expression which might overflow.","/Userland/Services/TelnetServer/Client.cpp","179","28","179","28"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Utilities/head.cpp:99:34:99:39""]] flows an expression which might overflow.","/Userland/Utilities/head.cpp","120","32","120","47"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Utilities/head.cpp:99:34:99:39""]] flows an expression which might overflow.","/Userland/Utilities/head.cpp","120","32","120","51"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibMain/Main.cpp:41:17:41:20""]] flows an expression which might overflow negatively.","/Userland/Utilities/killall.cpp","52","28","52","47"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibMain/Main.cpp:41:17:41:20""]] flows an expression which might overflow negatively.","/Userland/Utilities/mknod.cpp","59","49","59","53"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibMain/Main.cpp:41:17:41:20""]] flows an expression which might overflow negatively.","/Userland/Utilities/mknod.cpp","59","56","59","60"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:635:26:635:28""]] flows an expression which might overflow.","/Userland/Utilities/tr.cpp","146","19","146","23"
"Potential integer arithmetic overflow","A user-controlled integer arithmetic expression that is not validated can cause overflows.","warning","[[""User-provided value""|""relative:///Userland/Libraries/LibC/stdio.cpp:635:26:635:28""]] flows an expression which might overflow negatively.","/Userland/Utilities/wc.cpp","62","28","62","29"
